country,date,cases,cases_lag_1,cases_lag_2,cases_lag_3,cases_lag_4,cases_lag_5,cases_lag_6,cases_lag_7,cases_lag_8,cases_lag_9,cases_lag_10,cases_lag_11,cases_lag_12,cases_lag_13,cases_lag_14,cases_lag_15,cases_lag_16,cases_lag_17,cases_lag_18,cases_lag_19
Japan,2020-01-31,15,11,7,7,4,4,2,2,2,2,0,0,0,0,0,0,0,0,0,0
Japan,2020-02-01,20,15,11,7,7,4,4,2,2,2,2,0,0,0,0,0,0,0,0,0
Japan,2020-02-02,20,20,15,11,7,7,4,4,2,2,2,2,0,0,0,0,0,0,0,0
Japan,2020-02-03,20,20,20,15,11,7,7,4,4,2,2,2,2,0,0,0,0,0,0,0
Japan,2020-02-04,22,20,20,20,15,11,7,7,4,4,2,2,2,2,0,0,0,0,0,0
Japan,2020-02-05,22,22,20,20,20,15,11,7,7,4,4,2,2,2,2,0,0,0,0,0
Japan,2020-02-06,22,22,22,20,20,20,15,11,7,7,4,4,2,2,2,2,0,0,0,0
Japan,2020-02-07,25,22,22,22,20,20,20,15,11,7,7,4,4,2,2,2,2,0,0,0
Japan,2020-02-08,25,25,22,22,22,20,20,20,15,11,7,7,4,4,2,2,2,2,0,0
Japan,2020-02-09,26,25,25,22,22,22,20,20,20,15,11,7,7,4,4,2,2,2,2,0
Japan,2020-02-10,26,26,25,25,22,22,22,20,20,20,15,11,7,7,4,4,2,2,2,2
Japan,2020-02-11,26,26,26,25,25,22,22,22,20,20,20,15,11,7,7,4,4,2,2,2
Japan,2020-02-12,28,26,26,26,25,25,22,22,22,20,20,20,15,11,7,7,4,4,2,2
Japan,2020-02-13,28,28,26,26,26,25,25,22,22,22,20,20,20,15,11,7,7,4,4,2
Japan,2020-02-14,29,28,28,26,26,26,25,25,22,22,22,20,20,20,15,11,7,7,4,4
Japan,2020-02-15,43,29,28,28,26,26,26,25,25,22,22,22,20,20,20,15,11,7,7,4
Japan,2020-02-16,59,43,29,28,28,26,26,26,25,25,22,22,22,20,20,20,15,11,7,7
Japan,2020-02-17,66,59,43,29,28,28,26,26,26,25,25,22,22,22,20,20,20,15,11,7
Japan,2020-02-18,74,66,59,43,29,28,28,26,26,26,25,25,22,22,22,20,20,20,15,11
Japan,2020-02-19,84,74,66,59,43,29,28,28,26,26,26,25,25,22,22,22,20,20,20,15
Japan,2020-02-20,94,84,74,66,59,43,29,28,28,26,26,26,25,25,22,22,22,20,20,20
Japan,2020-02-21,105,94,84,74,66,59,43,29,28,28,26,26,26,25,25,22,22,22,20,20
Japan,2020-02-22,122,105,94,84,74,66,59,43,29,28,28,26,26,26,25,25,22,22,22,20
Japan,2020-02-23,147,122,105,94,84,74,66,59,43,29,28,28,26,26,26,25,25,22,22,22
Japan,2020-02-24,159,147,122,105,94,84,74,66,59,43,29,28,28,26,26,26,25,25,22,22
Japan,2020-02-25,170,159,147,122,105,94,84,74,66,59,43,29,28,28,26,26,26,25,25,22
Japan,2020-02-26,189,170,159,147,122,105,94,84,74,66,59,43,29,28,28,26,26,26,25,25
Japan,2020-02-27,214,189,170,159,147,122,105,94,84,74,66,59,43,29,28,28,26,26,26,25
Japan,2020-02-28,228,214,189,170,159,147,122,105,94,84,74,66,59,43,29,28,28,26,26,26
Japan,2020-02-29,241,228,214,189,170,159,147,122,105,94,84,74,66,59,43,29,28,28,26,26
Japan,2020-03-01,256,241,228,214,189,170,159,147,122,105,94,84,74,66,59,43,29,28,28,26
Japan,2020-03-02,274,256,241,228,214,189,170,159,147,122,105,94,84,74,66,59,43,29,28,28
Japan,2020-03-03,293,274,256,241,228,214,189,170,159,147,122,105,94,84,74,66,59,43,29,28
Japan,2020-03-04,331,293,274,256,241,228,214,189,170,159,147,122,105,94,84,74,66,59,43,29
Japan,2020-03-05,360,331,293,274,256,241,228,214,189,170,159,147,122,105,94,84,74,66,59,43
Japan,2020-03-06,420,360,331,293,274,256,241,228,214,189,170,159,147,122,105,94,84,74,66,59
Japan,2020-03-07,461,420,360,331,293,274,256,241,228,214,189,170,159,147,122,105,94,84,74,66
Japan,2020-03-08,502,461,420,360,331,293,274,256,241,228,214,189,170,159,147,122,105,94,84,74
Japan,2020-03-09,511,502,461,420,360,331,293,274,256,241,228,214,189,170,159,147,122,105,94,84
Japan,2020-03-10,581,511,502,461,420,360,331,293,274,256,241,228,214,189,170,159,147,122,105,94
Japan,2020-03-11,639,581,511,502,461,420,360,331,293,274,256,241,228,214,189,170,159,147,122,105
Japan,2020-03-12,639,639,581,511,502,461,420,360,331,293,274,256,241,228,214,189,170,159,147,122
Japan,2020-03-13,701,639,639,581,511,502,461,420,360,331,293,274,256,241,228,214,189,170,159,147
Japan,2020-03-14,773,701,639,639,581,511,502,461,420,360,331,293,274,256,241,228,214,189,170,159
Japan,2020-03-15,839,773,701,639,639,581,511,502,461,420,360,331,293,274,256,241,228,214,189,170
Japan,2020-03-16,839,839,773,701,639,639,581,511,502,461,420,360,331,293,274,256,241,228,214,189
Japan,2020-03-17,878,839,839,773,701,639,639,581,511,502,461,420,360,331,293,274,256,241,228,214
Japan,2020-03-18,889,878,839,839,773,701,639,639,581,511,502,461,420,360,331,293,274,256,241,228
Japan,2020-03-19,924,889,878,839,839,773,701,639,639,581,511,502,461,420,360,331,293,274,256,241
Japan,2020-03-20,963,924,889,878,839,839,773,701,639,639,581,511,502,461,420,360,331,293,274,256
Japan,2020-03-21,1007,963,924,889,878,839,839,773,701,639,639,581,511,502,461,420,360,331,293,274
Japan,2020-03-22,1101,1007,963,924,889,878,839,839,773,701,639,639,581,511,502,461,420,360,331,293
Japan,2020-03-23,1128,1101,1007,963,924,889,878,839,839,773,701,639,639,581,511,502,461,420,360,331
Japan,2020-03-24,1193,1128,1101,1007,963,924,889,878,839,839,773,701,639,639,581,511,502,461,420,360
Japan,2020-03-25,1307,1193,1128,1101,1007,963,924,889,878,839,839,773,701,639,639,581,511,502,461,420
Japan,2020-03-26,1387,1307,1193,1128,1101,1007,963,924,889,878,839,839,773,701,639,639,581,511,502,461
Japan,2020-03-27,1468,1387,1307,1193,1128,1101,1007,963,924,889,878,839,839,773,701,639,639,581,511,502
Japan,2020-03-28,1693,1468,1387,1307,1193,1128,1101,1007,963,924,889,878,839,839,773,701,639,639,581,511
Japan,2020-03-29,1866,1693,1468,1387,1307,1193,1128,1101,1007,963,924,889,878,839,839,773,701,639,639,581
Japan,2020-03-30,1866,1866,1693,1468,1387,1307,1193,1128,1101,1007,963,924,889,878,839,839,773,701,639,639
Japan,2020-03-31,1953,1866,1866,1693,1468,1387,1307,1193,1128,1101,1007,963,924,889,878,839,839,773,701,639
Japan,2020-04-01,2178,1953,1866,1866,1693,1468,1387,1307,1193,1128,1101,1007,963,924,889,878,839,839,773,701
Japan,2020-04-02,2495,2178,1953,1866,1866,1693,1468,1387,1307,1193,1128,1101,1007,963,924,889,878,839,839,773
Japan,2020-04-03,2617,2495,2178,1953,1866,1866,1693,1468,1387,1307,1193,1128,1101,1007,963,924,889,878,839,839
Japan,2020-04-04,3139,2617,2495,2178,1953,1866,1866,1693,1468,1387,1307,1193,1128,1101,1007,963,924,889,878,839
Japan,2020-04-05,3139,3139,2617,2495,2178,1953,1866,1866,1693,1468,1387,1307,1193,1128,1101,1007,963,924,889,878
Japan,2020-04-06,3654,3139,3139,2617,2495,2178,1953,1866,1866,1693,1468,1387,1307,1193,1128,1101,1007,963,924,889
Japan,2020-04-07,3906,3654,3139,3139,2617,2495,2178,1953,1866,1866,1693,1468,1387,1307,1193,1128,1101,1007,963,924
Japan,2020-04-08,4257,3906,3654,3139,3139,2617,2495,2178,1953,1866,1866,1693,1468,1387,1307,1193,1128,1101,1007,963
Japan,2020-04-09,4667,4257,3906,3654,3139,3139,2617,2495,2178,1953,1866,1866,1693,1468,1387,1307,1193,1128,1101,1007
Japan,2020-04-10,5530,4667,4257,3906,3654,3139,3139,2617,2495,2178,1953,1866,1866,1693,1468,1387,1307,1193,1128,1101
Japan,2020-04-11,6005,5530,4667,4257,3906,3654,3139,3139,2617,2495,2178,1953,1866,1866,1693,1468,1387,1307,1193,1128
Japan,2020-04-12,6748,6005,5530,4667,4257,3906,3654,3139,3139,2617,2495,2178,1953,1866,1866,1693,1468,1387,1307,1193
Japan,2020-04-13,7370,6748,6005,5530,4667,4257,3906,3654,3139,3139,2617,2495,2178,1953,1866,1866,1693,1468,1387,1307
Japan,2020-04-14,7645,7370,6748,6005,5530,4667,4257,3906,3654,3139,3139,2617,2495,2178,1953,1866,1866,1693,1468,1387
Japan,2020-04-15,8100,7645,7370,6748,6005,5530,4667,4257,3906,3654,3139,3139,2617,2495,2178,1953,1866,1866,1693,1468
Japan,2020-04-16,8626,8100,7645,7370,6748,6005,5530,4667,4257,3906,3654,3139,3139,2617,2495,2178,1953,1866,1866,1693
Japan,2020-04-17,9787,8626,8100,7645,7370,6748,6005,5530,4667,4257,3906,3654,3139,3139,2617,2495,2178,1953,1866,1866
Japan,2020-04-18,10296,9787,8626,8100,7645,7370,6748,6005,5530,4667,4257,3906,3654,3139,3139,2617,2495,2178,1953,1866
Japan,2020-04-19,10797,10296,9787,8626,8100,7645,7370,6748,6005,5530,4667,4257,3906,3654,3139,3139,2617,2495,2178,1953
Japan,2020-04-20,10797,10797,10296,9787,8626,8100,7645,7370,6748,6005,5530,4667,4257,3906,3654,3139,3139,2617,2495,2178
Japan,2020-04-21,11135,10797,10797,10296,9787,8626,8100,7645,7370,6748,6005,5530,4667,4257,3906,3654,3139,3139,2617,2495
Japan,2020-04-22,11512,11135,10797,10797,10296,9787,8626,8100,7645,7370,6748,6005,5530,4667,4257,3906,3654,3139,3139,2617
Japan,2020-04-23,12368,11512,11135,10797,10797,10296,9787,8626,8100,7645,7370,6748,6005,5530,4667,4257,3906,3654,3139,3139
Japan,2020-04-24,12829,12368,11512,11135,10797,10797,10296,9787,8626,8100,7645,7370,6748,6005,5530,4667,4257,3906,3654,3139
Japan,2020-04-25,13231,12829,12368,11512,11135,10797,10797,10296,9787,8626,8100,7645,7370,6748,6005,5530,4667,4257,3906,3654
Japan,2020-04-26,13441,13231,12829,12368,11512,11135,10797,10797,10296,9787,8626,8100,7645,7370,6748,6005,5530,4667,4257,3906
Japan,2020-04-27,14153,13441,13231,12829,12368,11512,11135,10797,10797,10296,9787,8626,8100,7645,7370,6748,6005,5530,4667,4257
Japan,2020-04-28,13736,14153,13441,13231,12829,12368,11512,11135,10797,10797,10296,9787,8626,8100,7645,7370,6748,6005,5530,4667
Japan,2020-04-29,13895,13736,14153,13441,13231,12829,12368,11512,11135,10797,10797,10296,9787,8626,8100,7645,7370,6748,6005,5530
Japan,2020-04-30,14088,13895,13736,14153,13441,13231,12829,12368,11512,11135,10797,10797,10296,9787,8626,8100,7645,7370,6748,6005
Japan,2020-05-01,14305,14088,13895,13736,14153,13441,13231,12829,12368,11512,11135,10797,10797,10296,9787,8626,8100,7645,7370,6748
Japan,2020-05-02,14571,14305,14088,13895,13736,14153,13441,13231,12829,12368,11512,11135,10797,10797,10296,9787,8626,8100,7645,7370
Japan,2020-05-03,14877,14571,14305,14088,13895,13736,14153,13441,13231,12829,12368,11512,11135,10797,10797,10296,9787,8626,8100,7645
Japan,2020-05-04,15078,14877,14571,14305,14088,13895,13736,14153,13441,13231,12829,12368,11512,11135,10797,10797,10296,9787,8626,8100
Japan,2020-05-05,15253,15078,14877,14571,14305,14088,13895,13736,14153,13441,13231,12829,12368,11512,11135,10797,10797,10296,9787,8626
Japan,2020-05-06,15253,15253,15078,14877,14571,14305,14088,13895,13736,14153,13441,13231,12829,12368,11512,11135,10797,10797,10296,9787
Japan,2020-05-07,15477,15253,15253,15078,14877,14571,14305,14088,13895,13736,14153,13441,13231,12829,12368,11512,11135,10797,10797,10296
Japan,2020-05-08,15575,15477,15253,15253,15078,14877,14571,14305,14088,13895,13736,14153,13441,13231,12829,12368,11512,11135,10797,10797
Japan,2020-05-09,15663,15575,15477,15253,15253,15078,14877,14571,14305,14088,13895,13736,14153,13441,13231,12829,12368,11512,11135,10797
Japan,2020-05-10,15777,15663,15575,15477,15253,15253,15078,14877,14571,14305,14088,13895,13736,14153,13441,13231,12829,12368,11512,11135
Japan,2020-05-11,15847,15777,15663,15575,15477,15253,15253,15078,14877,14571,14305,14088,13895,13736,14153,13441,13231,12829,12368,11512
Japan,2020-05-12,15968,15847,15777,15663,15575,15477,15253,15253,15078,14877,14571,14305,14088,13895,13736,14153,13441,13231,12829,12368
Japan,2020-05-13,16049,15968,15847,15777,15663,15575,15477,15253,15253,15078,14877,14571,14305,14088,13895,13736,14153,13441,13231,12829
Japan,2020-05-14,16120,16049,15968,15847,15777,15663,15575,15477,15253,15253,15078,14877,14571,14305,14088,13895,13736,14153,13441,13231
Germany,2020-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,2020-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,2020-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,2020-01-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,2020-01-27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,2020-01-28,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,2020-01-29,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,2020-01-30,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,2020-01-31,5,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,2020-02-01,8,5,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,2020-02-02,10,8,5,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,2020-02-03,12,10,8,5,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0
Germany,2020-02-04,12,12,10,8,5,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0
Germany,2020-02-05,12,12,12,10,8,5,4,4,4,1,0,0,0,0,0,0,0,0,0,0
Germany,2020-02-06,12,12,12,12,10,8,5,4,4,4,1,0,0,0,0,0,0,0,0,0
Germany,2020-02-07,13,12,12,12,12,10,8,5,4,4,4,1,0,0,0,0,0,0,0,0
Germany,2020-02-08,13,13,12,12,12,12,10,8,5,4,4,4,1,0,0,0,0,0,0,0
Germany,2020-02-09,14,13,13,12,12,12,12,10,8,5,4,4,4,1,0,0,0,0,0,0
Germany,2020-02-10,14,14,13,13,12,12,12,12,10,8,5,4,4,4,1,0,0,0,0,0
Germany,2020-02-11,16,14,14,13,13,12,12,12,12,10,8,5,4,4,4,1,0,0,0,0
Germany,2020-02-12,16,16,14,14,13,13,12,12,12,12,10,8,5,4,4,4,1,0,0,0
Germany,2020-02-13,16,16,16,14,14,13,13,12,12,12,12,10,8,5,4,4,4,1,0,0
Germany,2020-02-14,16,16,16,16,14,14,13,13,12,12,12,12,10,8,5,4,4,4,1,0
Germany,2020-02-15,16,16,16,16,16,14,14,13,13,12,12,12,12,10,8,5,4,4,4,1
Germany,2020-02-16,16,16,16,16,16,16,14,14,13,13,12,12,12,12,10,8,5,4,4,4
Germany,2020-02-17,16,16,16,16,16,16,16,14,14,13,13,12,12,12,12,10,8,5,4,4
Germany,2020-02-18,16,16,16,16,16,16,16,16,14,14,13,13,12,12,12,12,10,8,5,4
Germany,2020-02-19,16,16,16,16,16,16,16,16,16,14,14,13,13,12,12,12,12,10,8,5
Germany,2020-02-20,16,16,16,16,16,16,16,16,16,16,14,14,13,13,12,12,12,12,10,8
Germany,2020-02-21,16,16,16,16,16,16,16,16,16,16,16,14,14,13,13,12,12,12,12,10
Germany,2020-02-22,16,16,16,16,16,16,16,16,16,16,16,16,14,14,13,13,12,12,12,12
Germany,2020-02-23,16,16,16,16,16,16,16,16,16,16,16,16,16,14,14,13,13,12,12,12
Germany,2020-02-24,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,14,13,13,12,12
Germany,2020-02-25,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,14,13,13,12
Germany,2020-02-26,27,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,14,13,13
Germany,2020-02-27,46,27,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,14,13
Germany,2020-02-28,48,46,27,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14,14
Germany,2020-02-29,79,48,46,27,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16,14
Germany,2020-03-01,130,79,48,46,27,17,16,16,16,16,16,16,16,16,16,16,16,16,16,16
Germany,2020-03-02,159,130,79,48,46,27,17,16,16,16,16,16,16,16,16,16,16,16,16,16
Germany,2020-03-03,196,159,130,79,48,46,27,17,16,16,16,16,16,16,16,16,16,16,16,16
Germany,2020-03-04,262,196,159,130,79,48,46,27,17,16,16,16,16,16,16,16,16,16,16,16
Germany,2020-03-05,482,262,196,159,130,79,48,46,27,17,16,16,16,16,16,16,16,16,16,16
Germany,2020-03-06,670,482,262,196,159,130,79,48,46,27,17,16,16,16,16,16,16,16,16,16
Germany,2020-03-07,799,670,482,262,196,159,130,79,48,46,27,17,16,16,16,16,16,16,16,16
Germany,2020-03-08,1040,799,670,482,262,196,159,130,79,48,46,27,17,16,16,16,16,16,16,16
Germany,2020-03-09,1176,1040,799,670,482,262,196,159,130,79,48,46,27,17,16,16,16,16,16,16
Germany,2020-03-10,1457,1176,1040,799,670,482,262,196,159,130,79,48,46,27,17,16,16,16,16,16
Germany,2020-03-11,1908,1457,1176,1040,799,670,482,262,196,159,130,79,48,46,27,17,16,16,16,16
Germany,2020-03-12,2078,1908,1457,1176,1040,799,670,482,262,196,159,130,79,48,46,27,17,16,16,16
Germany,2020-03-13,3675,2078,1908,1457,1176,1040,799,670,482,262,196,159,130,79,48,46,27,17,16,16
Germany,2020-03-14,4585,3675,2078,1908,1457,1176,1040,799,670,482,262,196,159,130,79,48,46,27,17,16
Germany,2020-03-15,5795,4585,3675,2078,1908,1457,1176,1040,799,670,482,262,196,159,130,79,48,46,27,17
Germany,2020-03-16,7272,5795,4585,3675,2078,1908,1457,1176,1040,799,670,482,262,196,159,130,79,48,46,27
Germany,2020-03-17,9257,7272,5795,4585,3675,2078,1908,1457,1176,1040,799,670,482,262,196,159,130,79,48,46
Germany,2020-03-18,12327,9257,7272,5795,4585,3675,2078,1908,1457,1176,1040,799,670,482,262,196,159,130,79,48
Germany,2020-03-19,15320,12327,9257,7272,5795,4585,3675,2078,1908,1457,1176,1040,799,670,482,262,196,159,130,79
Germany,2020-03-20,19848,15320,12327,9257,7272,5795,4585,3675,2078,1908,1457,1176,1040,799,670,482,262,196,159,130
Germany,2020-03-21,22213,19848,15320,12327,9257,7272,5795,4585,3675,2078,1908,1457,1176,1040,799,670,482,262,196,159
Germany,2020-03-22,24873,22213,19848,15320,12327,9257,7272,5795,4585,3675,2078,1908,1457,1176,1040,799,670,482,262,196
Germany,2020-03-23,29056,24873,22213,19848,15320,12327,9257,7272,5795,4585,3675,2078,1908,1457,1176,1040,799,670,482,262
Germany,2020-03-24,32986,29056,24873,22213,19848,15320,12327,9257,7272,5795,4585,3675,2078,1908,1457,1176,1040,799,670,482
Germany,2020-03-25,37323,32986,29056,24873,22213,19848,15320,12327,9257,7272,5795,4585,3675,2078,1908,1457,1176,1040,799,670
Germany,2020-03-26,43938,37323,32986,29056,24873,22213,19848,15320,12327,9257,7272,5795,4585,3675,2078,1908,1457,1176,1040,799
Germany,2020-03-27,50871,43938,37323,32986,29056,24873,22213,19848,15320,12327,9257,7272,5795,4585,3675,2078,1908,1457,1176,1040
Germany,2020-03-28,57695,50871,43938,37323,32986,29056,24873,22213,19848,15320,12327,9257,7272,5795,4585,3675,2078,1908,1457,1176
Germany,2020-03-29,62095,57695,50871,43938,37323,32986,29056,24873,22213,19848,15320,12327,9257,7272,5795,4585,3675,2078,1908,1457
Germany,2020-03-30,66885,62095,57695,50871,43938,37323,32986,29056,24873,22213,19848,15320,12327,9257,7272,5795,4585,3675,2078,1908
Germany,2020-03-31,71808,66885,62095,57695,50871,43938,37323,32986,29056,24873,22213,19848,15320,12327,9257,7272,5795,4585,3675,2078
Germany,2020-04-01,77872,71808,66885,62095,57695,50871,43938,37323,32986,29056,24873,22213,19848,15320,12327,9257,7272,5795,4585,3675
Germany,2020-04-02,84794,77872,71808,66885,62095,57695,50871,43938,37323,32986,29056,24873,22213,19848,15320,12327,9257,7272,5795,4585
Germany,2020-04-03,91159,84794,77872,71808,66885,62095,57695,50871,43938,37323,32986,29056,24873,22213,19848,15320,12327,9257,7272,5795
Germany,2020-04-04,96092,91159,84794,77872,71808,66885,62095,57695,50871,43938,37323,32986,29056,24873,22213,19848,15320,12327,9257,7272
Germany,2020-04-05,100123,96092,91159,84794,77872,71808,66885,62095,57695,50871,43938,37323,32986,29056,24873,22213,19848,15320,12327,9257
Germany,2020-04-06,103374,100123,96092,91159,84794,77872,71808,66885,62095,57695,50871,43938,37323,32986,29056,24873,22213,19848,15320,12327
Germany,2020-04-07,107663,103374,100123,96092,91159,84794,77872,71808,66885,62095,57695,50871,43938,37323,32986,29056,24873,22213,19848,15320
Germany,2020-04-08,113296,107663,103374,100123,96092,91159,84794,77872,71808,66885,62095,57695,50871,43938,37323,32986,29056,24873,22213,19848
Germany,2020-04-09,118181,113296,107663,103374,100123,96092,91159,84794,77872,71808,66885,62095,57695,50871,43938,37323,32986,29056,24873,22213
Germany,2020-04-10,122171,118181,113296,107663,103374,100123,96092,91159,84794,77872,71808,66885,62095,57695,50871,43938,37323,32986,29056,24873
Germany,2020-04-11,124908,122171,118181,113296,107663,103374,100123,96092,91159,84794,77872,71808,66885,62095,57695,50871,43938,37323,32986,29056
Germany,2020-04-12,127854,124908,122171,118181,113296,107663,103374,100123,96092,91159,84794,77872,71808,66885,62095,57695,50871,43938,37323,32986
Germany,2020-04-13,130072,127854,124908,122171,118181,113296,107663,103374,100123,96092,91159,84794,77872,71808,66885,62095,57695,50871,43938,37323
Germany,2020-04-14,131359,130072,127854,124908,122171,118181,113296,107663,103374,100123,96092,91159,84794,77872,71808,66885,62095,57695,50871,43938
Germany,2020-04-15,134753,131359,130072,127854,124908,122171,118181,113296,107663,103374,100123,96092,91159,84794,77872,71808,66885,62095,57695,50871
Germany,2020-04-16,137698,134753,131359,130072,127854,124908,122171,118181,113296,107663,103374,100123,96092,91159,84794,77872,71808,66885,62095,57695
Germany,2020-04-17,141397,137698,134753,131359,130072,127854,124908,122171,118181,113296,107663,103374,100123,96092,91159,84794,77872,71808,66885,62095
Germany,2020-04-18,143342,141397,137698,134753,131359,130072,127854,124908,122171,118181,113296,107663,103374,100123,96092,91159,84794,77872,71808,66885
Germany,2020-04-19,145184,143342,141397,137698,134753,131359,130072,127854,124908,122171,118181,113296,107663,103374,100123,96092,91159,84794,77872,71808
Germany,2020-04-20,147065,145184,143342,141397,137698,134753,131359,130072,127854,124908,122171,118181,113296,107663,103374,100123,96092,91159,84794,77872
Germany,2020-04-21,148291,147065,145184,143342,141397,137698,134753,131359,130072,127854,124908,122171,118181,113296,107663,103374,100123,96092,91159,84794
Germany,2020-04-22,150648,148291,147065,145184,143342,141397,137698,134753,131359,130072,127854,124908,122171,118181,113296,107663,103374,100123,96092,91159
Germany,2020-04-23,153129,150648,148291,147065,145184,143342,141397,137698,134753,131359,130072,127854,124908,122171,118181,113296,107663,103374,100123,96092
Germany,2020-04-24,154999,153129,150648,148291,147065,145184,143342,141397,137698,134753,131359,130072,127854,124908,122171,118181,113296,107663,103374,100123
Germany,2020-04-25,156513,154999,153129,150648,148291,147065,145184,143342,141397,137698,134753,131359,130072,127854,124908,122171,118181,113296,107663,103374
Germany,2020-04-26,157770,156513,154999,153129,150648,148291,147065,145184,143342,141397,137698,134753,131359,130072,127854,124908,122171,118181,113296,107663
Germany,2020-04-27,158758,157770,156513,154999,153129,150648,148291,147065,145184,143342,141397,137698,134753,131359,130072,127854,124908,122171,118181,113296
Germany,2020-04-28,159912,158758,157770,156513,154999,153129,150648,148291,147065,145184,143342,141397,137698,134753,131359,130072,127854,124908,122171,118181
Germany,2020-04-29,161539,159912,158758,157770,156513,154999,153129,150648,148291,147065,145184,143342,141397,137698,134753,131359,130072,127854,124908,122171
Germany,2020-04-30,163009,161539,159912,158758,157770,156513,154999,153129,150648,148291,147065,145184,143342,141397,137698,134753,131359,130072,127854,124908
Germany,2020-05-01,164077,163009,161539,159912,158758,157770,156513,154999,153129,150648,148291,147065,145184,143342,141397,137698,134753,131359,130072,127854
Germany,2020-05-02,164967,164077,163009,161539,159912,158758,157770,156513,154999,153129,150648,148291,147065,145184,143342,141397,137698,134753,131359,130072
Germany,2020-05-03,165664,164967,164077,163009,161539,159912,158758,157770,156513,154999,153129,150648,148291,147065,145184,143342,141397,137698,134753,131359
Germany,2020-05-04,166152,165664,164967,164077,163009,161539,159912,158758,157770,156513,154999,153129,150648,148291,147065,145184,143342,141397,137698,134753
Germany,2020-05-05,167007,166152,165664,164967,164077,163009,161539,159912,158758,157770,156513,154999,153129,150648,148291,147065,145184,143342,141397,137698
Germany,2020-05-06,168162,167007,166152,165664,164967,164077,163009,161539,159912,158758,157770,156513,154999,153129,150648,148291,147065,145184,143342,141397
Germany,2020-05-07,169430,168162,167007,166152,165664,164967,164077,163009,161539,159912,158758,157770,156513,154999,153129,150648,148291,147065,145184,143342
Germany,2020-05-08,170588,169430,168162,167007,166152,165664,164967,164077,163009,161539,159912,158758,157770,156513,154999,153129,150648,148291,147065,145184
Germany,2020-05-09,171324,170588,169430,168162,167007,166152,165664,164967,164077,163009,161539,159912,158758,157770,156513,154999,153129,150648,148291,147065
Germany,2020-05-10,171879,171324,170588,169430,168162,167007,166152,165664,164967,164077,163009,161539,159912,158758,157770,156513,154999,153129,150648,148291
Germany,2020-05-11,172576,171879,171324,170588,169430,168162,167007,166152,165664,164967,164077,163009,161539,159912,158758,157770,156513,154999,153129,150648
Germany,2020-05-12,173171,172576,171879,171324,170588,169430,168162,167007,166152,165664,164967,164077,163009,161539,159912,158758,157770,156513,154999,153129
Germany,2020-05-13,174098,173171,172576,171879,171324,170588,169430,168162,167007,166152,165664,164967,164077,163009,161539,159912,158758,157770,156513,154999
Germany,2020-05-14,174478,174098,173171,172576,171879,171324,170588,169430,168162,167007,166152,165664,164967,164077,163009,161539,159912,158758,157770,156513
Brazil,2020-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-01-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-01-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-01-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-01-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-01-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brazil,2020-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
